cod_interno,descripcion,categoria_producto,ultima_venta,venta_total_hist,cantidad_ultimo_trimestre,stock_actual,costo_total_inventario,dias_sin_venta,clasificacion_rotacion,promedio_venta_mensual,meses_inventario
8478,TETERO CUCHARA SILICONA BOOGY 19678,BIBERONES Y EXTRACTORES,2026-07-17,1835512,17.0,96.0,1110432.0,1,ACTIVO,5.67,16.9
10944,MALLA FRUTA INFANTEC BIP 1404,OTROS,2026-07-11,799551,25.0,128.0,1110272.0,7,ACTIVO,8.33,15.4
4974,VASO MULTIUSOS BOOGY 18120,OTROS,2026-07-17,734400,13.0,125.0,1097375.0,1,ACTIVO,4.33,28.9
14196,PELUCHE SONAJERO BABYFANS BL 2306 -350,JUGUETES Y ACCESORIOS,2026-07-04,2047238,16.0,101.0,1090598.0,14,ACTIVO,5.33,18.9
14531,CUCHARA SILICONA BOOGY 21936,OTROS,2026-07-07,866900,28.0,227.0,1087784.0,11,ACTIVO,9.33,24.3
12360,VASO 10 ONZ BOOGY 21399,OTROS,2026-07-17,3795175,20.0,97.0,1086788.0,1,ACTIVO,6.67,14.5
14288,BABERO PORTACOMIDA BL 2306 - 72,ROPA Y TEXTIL,2026-07-14,2237792,23.0,457.0,1081262.0,4,ACTIVO,7.67,59.6
9047,ACEITE ARRURRU X 120,ESTUCHES Y KITS REGALO,2026-07-17,12937376,123.0,129.0,1079085.0,1,ACTIVO,41.0,3.1
11514,ESCOBILLON BOOGY 20676,OTROS,2026-07-07,1946715,20.0,145.0,1065170.0,11,ACTIVO,6.67,21.7
10313,CONTENT MEDICAL M X 9,OTROS,2026-07-10,5754354,38.0,51.0,1049529.0,8,ACTIVO,12.67,4.0
14167,MOVIL MUSICAL PASTA HAPPY SHAKING BL 2306 - 245,OTROS,2026-07-16,1823558,7.0,53.0,1046962.0,2,ACTIVO,2.33,22.7
12379,VASO 11 OZ BOOGY 21411,OTROS,2026-07-03,2471436,11.0,80.0,1035680.0,15,ACTIVO,3.67,21.8
10664,MALLA FRUTA BOOGY 20920,OTROS,2026-07-15,1425435,41.0,124.0,1032548.0,3,ACTIVO,13.67,9.1
14227,ENTRETENEDOR MARIQUITA DR GYM BL 2306 - 67,OTROS,2026-06-26,1363645,34.0,427.0,1028643.0,22,ACTIVO,11.33,37.7
14028,SET DE ASEO ONLY BL 2306-28,OTROS,2026-07-04,1482370,32.0,324.0,1014120.0,14,ACTIVO,10.67,30.4
9848,EXTRACTOR BOOGY 20069,BIBERONES Y EXTRACTORES,2026-07-14,1920700,26.0,131.0,1008700.0,4,ACTIVO,8.67,15.1
14088,BABERO SILICONA HONEY BABY BL 2306-347,ROPA Y TEXTIL,2026-07-14,2794749,30.0,176.0,989296.0,4,ACTIVO,10.0,17.6
11438,ENTRETENEDOR MAGEMIOR LOT - 8,OTROS,2026-07-14,292408,9.0,346.0,987484.0,4,ACTIVO,3.0,115.3
3114,ENTRETENEDOR INFANTEC BGBP 509,OTROS,2026-07-17,497417,3.0,113.0,984569.0,1,ACTIVO,1.0,113.0
8221,CREMA ARRURRU X 800 DELICADA NUTRICION,ESTUCHES Y KITS REGALO,2026-07-18,33429730,233.0,34.0,982192.0,0,ACTIVO,77.67,0.4
14030,CEPILLO PEINE ONLY BL 2306-30,OTROS,2026-07-14,2176100,69.0,277.0,980580.0,4,ACTIVO,23.0,12.0
13436,VASO BOOGY 21402,OTROS,2026-06-26,1777236,4.0,91.0,973154.0,22,ACTIVO,1.33,68.4
14533,TETERO 16 OZ BOOGY 21968,BIBERONES Y EXTRACTORES,2026-07-14,6566020,30.0,75.0,965925.0,4,ACTIVO,10.0,7.5
14168,MOVIL MUSICAL PASTA HAPPY SHAKING BL 2306 - 246,OTROS,2026-07-16,1671850,4.0,49.0,965300.0,2,ACTIVO,1.33,36.8
14635,ENTRETENEDOR CADENA ONLY 24+25M,OTROS,2026-07-17,4011400,184.0,367.0,953833.0,1,ACTIVO,61.33,6.0
12350,VASO BOOGY 21388,OTROS,2026-07-04,2239870,14.0,75.0,950025.0,14,ACTIVO,4.67,16.1
11427,PORTALECHE BOOGY 20670,ALIMENTOS Y BEBIDAS,2026-07-06,513800,4.0,161.0,949900.0,12,ACTIVO,1.33,121.1
957,SHAMPOO 2 EN 1 ARRURRU X 400 DELICADA NUTRICION,ESTUCHES Y KITS REGALO,2026-07-15,4306785,16.0,50.0,909850.0,3,ACTIVO,5.33,9.4
6470,VASO PITILLO BOOGY 18426,OTROS,2026-07-01,305363,12.0,102.0,904026.0,17,ACTIVO,4.0,25.5
14027,TETERO CUCHARA MALLA ONLY BL 2306-27,BIBERONES Y EXTRACTORES,2026-06-27,3687335,12.0,116.0,903060.0,21,ACTIVO,4.0,29.0
14137,MALETA HEALTH DAY 008 - 985 A,OTROS,2026-07-11,1786190,2.0,19.0,900505.0,7,ACTIVO,0.67,28.4
14254,MOVIL PASTA LOVING HUT BL 2306 - 253,OTROS,2026-07-10,1405438,5.0,30.0,885570.0,8,ACTIVO,1.67,18.0
6482,ENTRETENEDOR CADENA BOOGY 18628,OTROS,2026-07-17,415594,2.0,137.0,883239.0,1,ACTIVO,0.67,204.5
10143,ENTRETENEDOR MAGEMIOR 202,OTROS,2026-07-14,656318,13.0,319.0,882673.0,4,ACTIVO,4.33,73.7
10134,DISPENSADOR MEDICINA CHICCO C 18,OTROS,2026-07-09,557480,23.0,195.0,861120.0,9,ACTIVO,7.67,25.4
5819,VASO JUGO INFANTEC BIP 1179,ALIMENTOS Y BEBIDAS,2026-07-16,1428800,29.0,103.0,848926.0,2,ACTIVO,9.67,10.7
7794,ESTERILIZADOR MICROONDAS BOOGY 18167,OTROS,2026-07-16,318048,1.0,20.0,830480.0,2,ACTIVO,0.33,60.6
14519,ASPIRADOR BOOGY 21483,OTROS,2026-07-08,1568600,9.0,96.0,824928.0,10,ACTIVO,3.0,32.0
14189,SONAJERO BABY X 2 BL 2306 - 160,JUGUETES Y ACCESORIOS,2026-07-14,1655340,47.0,226.0,821736.0,4,ACTIVO,15.67,14.4
13611,PORTALECHE INFANTEC BIP 1464,ALIMENTOS Y BEBIDAS,2026-07-07,872211,7.0,95.0,815005.0,11,ACTIVO,2.33,40.8
12537,CUCHARA SILICONA INFAN TEC GB 0662,OTROS,2026-07-08,962655,41.0,156.0,810732.0,10,ACTIVO,13.67,11.4
14128,MALETA HELLO DOCTOR 008 - 995 A,OTROS,2026-07-11,2526272,5.0,20.0,795240.0,7,ACTIVO,1.67,12.0
8963,ENTRETENEDOR CON CINTA BIP 1313,OTROS,2026-07-17,751069,11.0,85.0,788715.0,1,ACTIVO,3.67,23.2
13877,CEPILLO PEINE BOOGY 21950,OTROS,2026-06-18,845076,8.0,138.0,785772.0,30,ACTIVO,2.67,51.7
8506,CEPILLO INFAN TEC BIP 1295,OTROS,2026-07-15,1558155,15.0,138.0,777354.0,3,ACTIVO,5.0,27.6
14602,SET ASPIRADOR NASAL BL 2412/111,OTROS,2026-07-17,1321800,56.0,333.0,762903.0,1,ACTIVO,18.67,17.8
8519,ENTRETENEDOR X 2 INFANTEC BIP 1277,OTROS,2026-07-17,911320,12.0,77.0,757757.0,1,ACTIVO,4.0,19.2
14585,CONTENT MEDICAL L X 9,OTROS,2026-07-10,4364796,41.0,32.0,753984.0,8,ACTIVO,13.67,2.3
14213,LLAMADIENTE SONAJERO BL 2306 - 391,JUGUETES Y ACCESORIOS,2026-07-06,908105,22.0,233.0,750493.0,12,ACTIVO,7.33,31.8
12356,VASO BOOGY 21389,OTROS,2026-07-16,1507334,8.0,56.0,709352.0,2,ACTIVO,2.67,21.0
14253,TABLET DIDACTICA GATO SMART BL 2306 - 143,OTROS,2026-07-01,1468757,23.0,132.0,708312.0,17,ACTIVO,7.67,17.2
64,PROTECTOR DE CUNA ABBA 1034,MOBILIARIO INFANTIL,2026-07-14,6577630,18.0,17.0,688483.0,4,ACTIVO,6.0,2.8
10224,TETERO MEDICINAL DR GYM DG 102,BIBERONES Y EXTRACTORES,2026-07-06,320012,33.0,244.0,682224.0,12,ACTIVO,11.0,22.2
9052,CONTENT MEDICAL M X 21,OTROS,2026-07-16,23215138,128.0,17.0,680595.0,2,ACTIVO,42.67,0.4
14543,ENTRETENEDOR CADENA BOOGY 33265,OTROS,2026-07-03,1816600,2.0,126.0,666540.0,15,ACTIVO,0.67,188.1
13430,LLAMADIENTE BOOGY 21453,OTROS,2026-06-18,897474,14.0,126.0,639954.0,30,ACTIVO,4.67,27.0
13895,ENTRETENEDOR CADENA BOOGY GB 1228,OTROS,2026-07-01,784495,9.0,109.0,638195.0,17,ACTIVO,3.0,36.3
1416,KIT RECIEN NACIDO WINNY,PAÑALES,2026-07-16,9066592,17.0,17.0,628864.0,2,ACTIVO,5.67,3.0
9557,ENTRETENEDOR MAGIC FOREST BIP 1222,OTROS,2026-07-03,306600,19.0,138.0,628038.0,15,ACTIVO,6.33,21.8
1410,TALCO PEQUITAS X 200,HIGIENE PERSONAL,2026-07-17,16118416,292.0,53.0,614853.0,1,ACTIVO,97.33,0.5
11774,ALMIPRO CREMA EMOLIENTE CUERPO X 400,CREMAS Y CUIDADO PIEL,2026-07-18,46837960,470.0,30.0,612000.0,0,ACTIVO,156.67,0.2
12559,CEPILLO PEINE BABY COLOR GBC 5187,OTROS,2026-07-15,254112,3.0,98.0,609168.0,3,ACTIVO,1.0,98.0
14174,CHILLON TINA X 5 FUNNY BL 2306 - 101,OTROS,2026-07-10,2092395,56.0,79.0,604587.0,8,ACTIVO,18.67,4.2
1409,TALCO PEQUITAS X 80,HIGIENE PERSONAL,2026-07-17,8376792,209.0,92.0,603888.0,1,ACTIVO,69.67,1.3
14277,ENTRETENEDOR SILICONA DR GYM BL 2306 - 64,OTROS,2026-07-17,1693752,93.0,441.0,603729.0,1,ACTIVO,31.0,14.2
14266,SONAJERO X 4 BABY TOYS BL 2306 - 195,JUGUETES Y ACCESORIOS,2026-07-07,546099,3.0,126.0,599382.0,11,ACTIVO,1.0,126.0
11642,NIDO PARA BEBE ABBA REF 1233,ALIMENTACIÓN INFANTIL,2026-07-17,13362661,28.0,10.0,590040.0,1,ACTIVO,9.33,1.1
14580,PROTECTOR DE CUNA NUBE ABBA 1035,MOBILIARIO INFANTIL,2026-07-16,8437698,17.0,10.0,582920.0,2,ACTIVO,5.67,1.8
14293,SONAJERO X 4 BABY RATTLE BL 2306 - 196,JUGUETES Y ACCESORIOS,2026-07-14,923265,49.0,130.0,579150.0,4,ACTIVO,16.33,8.0
14021,ASPIRADOR NASAL ONLY BL 2306-16,OTROS,2026-07-17,4080314,152.0,195.0,567840.0,1,ACTIVO,50.67,3.8
8624,SHAMPOO 2 EN 1 ARRURRU X 220 DELICADA NUTRICION,ESTUCHES Y KITS REGALO,2026-07-15,1924826,15.0,43.0,566740.0,3,ACTIVO,5.0,8.6
12381,VASO 11 OZ BOOGY 21410,OTROS,2026-07-17,2995750,7.0,45.0,562500.0,1,ACTIVO,2.33,19.3
13632,ENTRETENEDOR INFANTEC BIP 1143,OTROS,2026-07-17,660910,40.0,120.0,557400.0,1,ACTIVO,13.33,9.0
2570,CEPILLO DEDO INFANTEC GB 1380,OTROS,2026-07-18,676200,36.0,121.0,551276.0,0,ACTIVO,12.0,10.1
14524,ASPIRADOR NASAL BOOGY 21963,OTROS,2026-07-17,1945128,39.0,109.0,550123.0,1,ACTIVO,13.0,8.4
694,PORTALECHE MIMO 15141,ALIMENTOS Y BEBIDAS,2026-07-06,296912,12.0,115.0,549470.0,12,ACTIVO,4.0,28.8
14522,CADENA BOOGY 21925,OTROS,2026-07-15,507600,19.0,237.0,548181.0,3,ACTIVO,6.33,37.4
8974,TETERO 2 OZ INFAN TEC GB 1219,BIBERONES Y EXTRACTORES,2026-07-11,315215,16.0,127.0,529463.0,7,ACTIVO,5.33,23.8
14121,TOALLITAS WINNY ALOE X 324,PAÑALES,2026-07-16,13849724,68.0,20.0,528120.0,2,ACTIVO,22.67,0.9
11179,ACEITE ARRURRU X 50,ESTUCHES Y KITS REGALO,2026-07-16,5232244,105.0,124.0,520552.0,2,ACTIVO,35.0,3.5
1725,ACONDICIONADOR ARRURRU X 400 CABELLO CLARO,ESTUCHES Y KITS REGALO,2026-07-10,4126952,31.0,32.0,513696.0,8,ACTIVO,10.33,3.1
12540,VASO INFANTEC BIP 1463,OTROS,2026-07-02,647756,27.0,48.0,492288.0,16,ACTIVO,9.0,5.3
13811,TETERO 2 OZ BOOGY 21930,BIBERONES Y EXTRACTORES,2026-06-24,1041756,31.0,132.0,490248.0,24,ACTIVO,10.33,12.8
2393,SHAMPOO ARRURRU X 120 CABELLO CLARO,ESTUCHES Y KITS REGALO,2026-07-07,2424287,29.0,57.0,477375.0,11,ACTIVO,9.67,5.9
9689,ASAS MR BABY 0128,OTROS,2026-07-18,517410,80.0,892.0,473652.0,0,ACTIVO,26.67,33.4
14581,PROTECTOR SOLAR SUNPRO X 120,CREMAS Y CUIDADO PIEL,2026-07-14,1262400,17.0,16.0,463504.0,4,ACTIVO,5.67,2.8
8502,TETERO 2 OZ INFAN TEC GBS 401,BIBERONES Y EXTRACTORES,2026-07-08,339900,13.0,110.0,460460.0,10,ACTIVO,4.33,25.4
4926,ENTRETENEDOR INFAN TEC BIP 1144,OTROS,2026-07-17,663035,44.0,92.0,448592.0,1,ACTIVO,14.67,6.3
14323,PASEADOR BABY BL 2306 - 261,CAMINADORES Y MONTABLES,2026-06-24,7561500,3.0,4.0,415480.0,24,ACTIVO,1.0,4.0
13819,VASO 17 OZ BOOGY 33288,OTROS,2026-07-11,2508023,10.0,49.0,412727.0,7,ACTIVO,3.33,14.7
13815,TETERO 2 OZ BOOGY 21929,BIBERONES Y EXTRACTORES,2026-07-07,873428,9.0,111.0,412254.0,11,ACTIVO,3.0,37.0
10941,TETERO 4 OZ INFANTEC BIP 1394,BIBERONES Y EXTRACTORES,2026-07-15,4550258,22.0,34.0,393754.0,3,ACTIVO,7.33,4.6
11572,TETERO CUCHARA ONLY BABY PP - 111,BIBERONES Y EXTRACTORES,2026-07-16,175426,1.0,89.0,384569.0,2,ACTIVO,0.33,269.7
14539,ENTRETENEDOR CADENA BOOGY 33259,OTROS,2026-07-14,889600,6.0,82.0,378512.0,4,ACTIVO,2.0,41.0
4939,TETERO 2 OZ INFAN TEC BIP 1135,BIBERONES Y EXTRACTORES,2026-07-08,563459,7.0,85.0,371535.0,10,ACTIVO,2.33,36.5
7883,ENTRETENEDOR INFANTEC BIP 1151 M,OTROS,2026-07-17,375738,22.0,63.0,357147.0,1,ACTIVO,7.33,8.6
12385,VASO 13 OZ BOOGY 21414,OTROS,2026-07-11,3027112,16.0,29.0,351074.0,7,ACTIVO,5.33,5.4
14525,CEPILLO DEDO X 3 BOOGY 33234,OTROS,2026-07-14,2094892,82.0,111.0,347763.0,4,ACTIVO,27.33,4.1
3398,JABONERA GB1072,HIGIENE PERSONAL,2026-07-18,394772,20.0,219.0,347334.0,0,ACTIVO,6.67,32.8
11542,VASO INFAN TEC BIP 1443,OTROS,2026-07-03,780145,4.0,35.0,344225.0,15,ACTIVO,1.33,26.3
4757,TOALLITAS WINNY RECIEN NACIDO REP X 160,PAÑALES,2026-07-02,7335366,22.0,19.0,316369.0,16,ACTIVO,7.33,2.6
8514,TETERO 2 OZ SAFARY GBS 001,BIBERONES Y EXTRACTORES,2026-07-08,306479,8.0,77.0,314083.0,10,ACTIVO,2.67,28.8
12348,VASO 10 ONZ BOOGY 21384,OTROS,2026-07-17,2684476,15.0,33.0,310002.0,1,ACTIVO,5.0,6.6
4392,SHAMPOO ARRRURU X 220 CABELLO OSCURO,HIGIENE PERSONAL,2026-07-03,5042998,15.0,25.0,304725.0,15,ACTIVO,5.0,5.0
451,PLASTICO COCHE,OTROS,2026-07-18,8968600,163.0,37.0,296000.0,0,ACTIVO,54.33,0.7
13496,FLOTADOR BESTWAY 42046,OTROS,2026-07-02,321680,1.0,19.0,291840.0,16,ACTIVO,0.33,57.6
13860,TETERO 2 OZ INFAN TEC GB 0524,BIBERONES Y EXTRACTORES,2026-07-08,597617,14.0,82.0,279948.0,10,ACTIVO,4.67,17.6
14540,ENTRETENEDOR CADENA BOOGY 33260,OTROS,2026-07-14,694900,4.0,60.0,276960.0,4,ACTIVO,1.33,45.1
12384,GOTERO MEDICINAL 20921,OTROS,2026-07-14,66090,6.0,159.0,273162.0,4,ACTIVO,2.0,79.5
63,COLCHONETA CAMPING ABBA 1029,MOBILIARIO INFANTIL,2026-07-17,55752003,177.0,9.0,268398.0,1,ACTIVO,59.0,0.2
10672,JABONERA BOOGY 20885,HIGIENE PERSONAL,2026-07-09,159764,11.0,113.0,264533.0,9,ACTIVO,3.67,30.8
14491,TETERO 8 OZ INFAN TEC BIP 1230,BIBERONES Y EXTRACTORES,2026-06-23,954100,3.0,46.0,257094.0,25,ACTIVO,1.0,46.0
11482,TETERO DR GYM 1330,BIBERONES Y EXTRACTORES,2026-07-03,270511,12.0,42.0,250866.0,15,ACTIVO,4.0,10.5
9807,TOALLITAS ARRURU X 20 AVENA Y KARITE,TOALLITAS HÚMEDAS Y PAÑITOS,2026-07-10,1549896,81.0,104.0,248248.0,8,ACTIVO,27.0,3.9
10599,CREMA DEPILEX FACIAL PIEL SENSIBLE X 30G,CREMAS Y CUIDADO PIEL,2026-07-10,1814900,24.0,33.0,244002.0,8,ACTIVO,8.0,4.1
4303,LLAMADIENTE INFANTEC GB 0730,OTROS,2026-07-17,1031223,16.0,48.0,234864.0,1,ACTIVO,5.33,9.0
13243,SILLA MECEDORA PREMIUM ABBA 1065,MOBILIARIO INFANTIL,2026-07-04,7816252,12.0,3.0,228705.0,14,ACTIVO,4.0,0.8
13674,ESTANTE ORGANIZADOR 3 PUESTOS ARMATY,OTROS,2026-07-06,9017304,12.0,4.0,220908.0,12,ACTIVO,4.0,1.0
13434,VASO 11 OZ BOOGY 21394,OTROS,2026-07-17,2431174,36.0,16.0,218144.0,1,ACTIVO,12.0,1.3
5814,CUCHARA INFANTEC GB 0409,OTROS,2026-07-06,717106,8.0,52.0,206440.0,12,ACTIVO,2.67,19.5
13446,DISPENSADOR BOOGY 21432,OTROS,2026-07-16,132000,1.0,29.0,204160.0,2,ACTIVO,0.33,87.9
68,COLCHONETA ANTIREFLUJO ABBA 1056,MOBILIARIO INFANTIL,2026-07-01,7254340,13.0,4.0,170536.0,17,ACTIVO,4.33,0.9
651,LLAMADIENTES INFANTEC GB 1195,OTROS,2026-06-26,482964,2.0,33.0,164802.0,22,ACTIVO,0.67,49.3
8517,ENTRETENEDOR X 2 INFANTEC BIP 1275,OTROS,2026-07-03,561755,17.0,23.0,163691.0,15,ACTIVO,5.67,4.1
11543,CUCHARAS INFAN TEC BIP 1225,OTROS,2026-07-14,185180,8.0,40.0,154800.0,4,ACTIVO,2.67,15.0
8503,ENTRETENEDOR X 2 INFANTEC BIP 1276,OTROS,2026-07-17,838438,20.0,18.0,149292.0,1,ACTIVO,6.67,2.7
7792,CUCHARA BOOGY 19218,OTROS,2026-07-08,307188,15.0,28.0,140616.0,10,ACTIVO,5.0,5.6
9191,SHAMPOO ARRURRU X 400 CABELLO CLARO,ESTUCHES Y KITS REGALO,2026-07-07,7265043,14.0,8.0,128424.0,11,ACTIVO,4.67,1.7
14544,TETERO 15 OZ BOOGY 33305,BIBERONES Y EXTRACTORES,2026-07-14,4527600,13.0,12.0,126348.0,4,ACTIVO,4.33,2.8
12533,MESA INFANTIL ARMATY DECORADA,MOBILIARIO INFANTIL,2026-07-01,2816437,11.0,3.0,117147.0,17,ACTIVO,3.67,0.8
9666,SHAMPOO ARRURRU X 220 CABELLO CLARO,ESTUCHES Y KITS REGALO,2026-07-15,5498348,19.0,8.0,97512.0,3,ACTIVO,6.33,1.3
6221,PLASTICO COCHE ESTAMPADO,COCHES Y PORTEO,2026-07-18,5403400,83.0,10.0,87000.0,0,ACTIVO,27.67,0.4
11635,COJIN LACTANCIA MULTIUSOS ABBA 1230,ACCESORIOS BEBÉ,2026-07-18,24027379,138.0,2.0,69610.0,0,ACTIVO,46.0,0.0
3084,TOALLITAS X 160 WINNY CAJA,PAÑALES,2026-07-07,5176200,19.0,3.0,59277.0,11,ACTIVO,6.33,0.5
2969,SILLA MECEDORA ABBA 1064,MOBILIARIO INFANTIL,2026-07-04,8960772,24.0,1.0,55835.0,14,ACTIVO,8.0,0.1
13423,TETERO 15 OZ BOOGY 21436,BIBERONES Y EXTRACTORES,2026-07-18,7799944,35.0,3.0,40311.0,0,ACTIVO,11.67,0.3
13824,VASO JUGO 20 OZ BOOGY 21953,ALIMENTOS Y BEBIDAS,2026-07-02,2702286,5.0,2.0,33626.0,16,ACTIVO,1.67,1.2
13813,TETERO 2 OZ BOOGY 21927,BIBERONES Y EXTRACTORES,2026-07-15,1741256,19.0,9.0,33426.0,3,ACTIVO,6.33,1.4
13812,TETERO 2 OZ BOOGY 21926,BIBERONES Y EXTRACTORES,2026-06-19,1144434,13.0,8.0,29960.0,29,ACTIVO,4.33,1.8
13832,VASO 12 OZ BOOGY 21974,OTROS,2026-06-25,2740170,36.0,2.0,24340.0,23,ACTIVO,12.0,0.2
14552,BOLSA LECHE MATERNA X 30 BOGGY 33462,CUIDADO FEMENINO Y MATERNIDAD,2026-06-27,2993900,13.0,1.0,21815.0,21,ACTIVO,4.33,0.2
11539,TETERO 16 OZ INFAN TEC BIP 1387,BIBERONES Y EXTRACTORES,2026-07-18,3774755,26.0,2.0,20930.0,0,ACTIVO,8.67,0.2
9846,EXTRACTOR BOOGY 20001,BIBERONES Y EXTRACTORES,2026-07-07,5209264,37.0,1.0,20172.0,11,ACTIVO,12.33,0.1
4940,TETERO 14 OZ INFANTEC BIP 1128,BIBERONES Y EXTRACTORES,2026-07-03,2423071,14.0,1.0,15217.0,15,ACTIVO,4.67,0.2
14553,VASO 11 ONZ BOOGY 33466,OTROS,2026-07-11,6382600,85.0,1.0,11133.0,7,ACTIVO,28.33,0.0
26,CREMA ARRURRU X 120 SUAVIDAD Y HUMECTACION,ESTUCHES Y KITS REGALO,2026-07-02,1246970,13.0,,,16,ACTIVO,4.33,0.0
34,SHAMPOO ARRURRU OSCURO 400+SHAMPOO OSCURO 220,ESTUCHES Y KITS REGALO,2026-07-17,3727300,48.0,,,1,ACTIVO,16.0,0.0
41,COLONIA ARRURRU X 400 AZUL +CREMA X 220 ORIG,ESTUCHES Y KITS REGALO,2026-07-17,19143221,91.0,,,1,ACTIVO,30.33,0.0
44,COLONIA ARRURRU X 120 ROSADA + JABÓN,ESTUCHES Y KITS REGALO,2026-07-18,68312848,225.0,,,0,ACTIVO,75.0,0.0
69,SOPORTE METALICO BANERA 1201,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-07-08,11005946,20.0,,,10,ACTIVO,6.67,0.0
79,COLCHONETA PEQUENA ABBA 1030,MOBILIARIO INFANTIL,2026-07-11,11026602,72.0,,,7,ACTIVO,24.0,0.0
94,COLONIA ARRURRU X 30 ROSADA,ESTUCHES Y KITS REGALO,2026-07-18,30591050,260.0,,,0,ACTIVO,86.67,0.0
106,CREMA N4 LATA X 20G,CREMAS Y CUIDADO PIEL,2026-07-16,12063934,202.0,,,2,ACTIVO,67.33,0.0
115,CREMA N4 X 110G,CREMAS Y CUIDADO PIEL,2026-07-17,23826054,108.0,,,1,ACTIVO,36.0,0.0
120,PANAL WINNY 1 ULTRA X 30+PANITOS,PAÑALES,2026-07-18,76734171,556.0,,,0,ACTIVO,185.33,0.0
121,PANAL WINNY 2 ULTRA X 30,PAÑALES,2026-07-17,59542056,335.0,,,1,ACTIVO,111.67,0.0
123,PANAL WINNY 4 ULTRA X 30,PAÑALES,2026-07-17,152012889,360.0,,,1,ACTIVO,120.0,0.0
125,PANAL WINNY 5 ULTRA X 30,PAÑALES,2026-07-18,165760341,549.0,,,0,ACTIVO,183.0,0.0
127,PANAL WINNY 1 ULTRA X 50+PANITOS,PAÑALES,2026-07-17,87377403,322.0,,,1,ACTIVO,107.33,0.0
129,PANAL WINNY 2 ULTRA X 50+PANITOS,PAÑALES,2026-07-18,92082368,275.0,,,0,ACTIVO,91.67,0.0
131,PANAL WINNY 3 ULTRA X 50+PANITOS,PAÑALES,2026-07-17,229387735,603.0,,,1,ACTIVO,201.0,0.0
132,PANAL WINNY 0 ULTRA X 30+PANITOS,PAÑALES,2026-07-18,50065910,397.0,,,0,ACTIVO,132.33,0.0
292,CREMA ANTIPANALITIS ARRURRU X 25G,PAÑALES,2026-07-16,2825060,60.0,,,2,ACTIVO,20.0,0.0
293,COLONIA ARRURRU X 30 AZUL,ESTUCHES Y KITS REGALO,2026-07-17,32881327,299.0,,,1,ACTIVO,99.67,0.0
337,PANAL WINNY 5 ULTRA X 50,PAÑALES,2026-07-18,359342163,775.0,,,0,ACTIVO,258.33,0.0
428,CREMA YODORA TUBO X 12G,CREMAS Y CUIDADO PIEL,2026-07-17,3350130,155.0,,,1,ACTIVO,51.67,0.0
429,PANAL WINNY 0 ULTRA X 50+PANITOS,PAÑALES,2026-07-18,32665608,141.0,,,0,ACTIVO,47.0,0.0
430,PANAL WINNY 4 ULTRA X 50,PAÑALES,2026-07-16,324321858,606.0,,,2,ACTIVO,202.0,0.0
433,PANITOS WINNY X 100,PAÑALES,2026-07-18,102861515,903.0,,,0,ACTIVO,301.0,0.0
457,PANITOS WINNY X 24,PAÑALES,2026-07-16,3900901,156.0,,,2,ACTIVO,52.0,0.0
471,PANAL BABY SEC ULTRAPROTEC 3 X 50,PAÑALES,2026-07-18,137825670,121.0,,,0,ACTIVO,40.33,0.0
519,TETERO INFANTEC 10 OZ GB 0602,BIBERONES Y EXTRACTORES,2026-07-16,307200,29.0,,,2,ACTIVO,9.67,0.0
522,TETERO INFAN BIP 1420,BIBERONES Y EXTRACTORES,2026-07-15,269100,5.0,,,3,ACTIVO,1.67,0.0
607,BANERA SOPORTE PRAKTIPLAS,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-07-18,218376985,1025.0,,,0,ACTIVO,341.67,0.0
608,BACIN OSO PRAKTIPLAS,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-07-18,164503621,1212.0,,,0,ACTIVO,404.0,0.0
662,ENTRETENEDOR GB 1444 S,OTROS,2026-07-17,713498,22.0,,,1,ACTIVO,7.33,0.0
664,PACIFICADOR INFANTEC CADENA GBW 0815,OTROS,2026-07-17,550000,24.0,,,1,ACTIVO,8.0,0.0
684,REDUCTOR BANO BOOGY AGARRADERA,ACCESORIOS BEBÉ,2026-07-18,10482478,189.0,,,0,ACTIVO,63.0,0.0
685,REDUCTOR BANO BOOGY ECONOMICO,ACCESORIOS BEBÉ,2026-07-18,7654900,102.0,,,0,ACTIVO,34.0,0.0
739,CREMA N4 NATURAL X 90G,CREMAS Y CUIDADO PIEL,2026-07-06,3349952,6.0,,,12,ACTIVO,2.0,0.0
870,ACEITE PEQUITAS X 200ML,OTROS,2026-07-16,565650,35.0,,,2,ACTIVO,11.67,0.0
881,PAPELERA ANIMALES PRAKTIPLAS,OTROS,2026-07-11,2163600,127.0,,,7,ACTIVO,42.33,0.0
896,CREMA ARRURRU X 400 SUAVIDAD Y HUMECTACION,ESTUCHES Y KITS REGALO,2026-07-17,5359942,34.0,,,1,ACTIVO,11.33,0.0
1042,VASO INFANTEC GB 1215,OTROS,2026-07-17,1064300,32.0,,,1,ACTIVO,10.67,0.0
1054,BABITA X 8 INFANTEC BIP 8014,OTROS,2026-07-18,3890042,119.0,,,0,ACTIVO,39.67,0.0
1084,CREMA N4 MEDICADA X 30G,CREMAS Y CUIDADO PIEL,2026-07-17,2818496,24.0,,,1,ACTIVO,8.0,0.0
